separator,schema,table_name,column_count,total_size,table_size,index_count,table_comment
--- TABLE ---,public,activity_logs,7,504 kB,288 kB,3,
--- TABLE ---,public,ai_requests,13,128 kB,8192 bytes,7,Tracks AI API requests for analytics and billing
--- TABLE ---,public,ai_settings,8,104 kB,8192 bytes,6,AI provider settings for users
--- TABLE ---,public,audit_logs,8,224 kB,104 kB,2,Application audit log for key security-sensitive actions.
--- TABLE ---,public,auto_reply_settings,22,40 kB,0 bytes,4,
--- TABLE ---,public,business_profile_history,8,1056 kB,344 kB,4,
--- TABLE ---,public,error_logs,24,88 kB,0 bytes,9,Centralized error logging for client and server-side errors
--- TABLE ---,public,gmb_accounts,18,312 kB,32 kB,13,
--- TABLE ---,public,gmb_locations,46,2928 kB,592 kB,38,Real-time enabled: Updates broadcast to subscribed clients
--- TABLE ---,public,gmb_media,13,4008 kB,1664 kB,15,Stores media items (photos/videos) from Google My Business locations
--- TABLE ---,public,gmb_metrics,10,96 kB,16 kB,3,
--- TABLE ---,public,gmb_performance_metrics,12,864 kB,192 kB,14,Stores daily performance metrics from Business Profile Performance API
--- TABLE ---,public,gmb_posts,24,120 kB,0 bytes,14,Stores GMB posts for composing and scheduling Business Profile posts
--- TABLE ---,public,gmb_questions,37,552 kB,48 kB,28,Real-time enabled: Changes broadcast to subscribed clients
--- TABLE ---,public,gmb_reviews,51,5784 kB,2312 kB,37,Stores Google My Business reviews with AI analysis and reply management
--- TABLE ---,public,gmb_search_keywords,12,6288 kB,1648 kB,13,Stores search keyword impressions from Business Profile Performance API
--- TABLE ---,public,gmb_sync_logs,12,624 kB,392 kB,3,
--- TABLE ---,public,notifications,18,64 kB,0 bytes,7,
--- TABLE ---,public,oauth_states,6,160 kB,24 kB,6,Stores temporary OAuth state parameters for secure OAuth flow
--- TABLE ---,public,performance_metrics,7,40 kB,0 bytes,4,
--- TABLE ---,public,profiles,10,168 kB,32 kB,6,
--- TABLE ---,public,rate_limit_requests,7,48 kB,0 bytes,5,
--- TABLE ---,public,sync_status,8,112 kB,16 kB,4,"Tracks GMB sync runs (status, progress, timings) for each user/account"
--- TABLE ---,public,weekly_task_recommendations,17,112 kB,8192 bytes,6,
separator,table_name,ordinal_position,column_name,data_type,full_type,is_nullable,column_default,character_maximum_length,numeric_precision,numeric_scale,datetime_precision,underlying_type,column_comment
--- CHECK ---,gmb_sync_logs,2200_49312_1_not_null,id IS NOT NULL
--- CHECK ---,gmb_sync_logs,2200_49312_2_not_null,gmb_account_id IS NOT NULL
--- CHECK ---,gmb_sync_logs,2200_49312_3_not_null,user_id IS NOT NULL
--- CHECK ---,gmb_sync_logs,2200_49312_4_not_null,phase IS NOT NULL
--- CHECK ---,gmb_sync_logs,2200_49312_5_not_null,status IS NOT NULL
--- CHECK ---,gmb_sync_logs,2200_49312_6_not_null,started_at IS NOT NULL
--- CHECK ---,notifications,2200_31820_1_not_null,id IS NOT NULL
--- CHECK ---,notifications,2200_31820_2_not_null,user_id IS NOT NULL
--- CHECK ---,notifications,2200_31820_3_not_null,type IS NOT NULL
--- CHECK ---,notifications,2200_31820_4_not_null,title IS NOT NULL
--- CHECK ---,notifications,2200_31820_5_not_null,message IS NOT NULL
--- CHECK ---,notifications,notifications_notification_type_check,"(notification_type = ANY (ARRAY['NEW_REVIEW'::text, 'UPDATED_REVIEW'::text, 'NEW_QUESTION'::text, 'UPDATED_QUESTION'::text, 'NEW_ANSWER'::text, 'UPDATED_ANSWER'::text, 'NEW_CUSTOMER_MEDIA'::text, 'GOOGLE_UPDATE'::text, 'DUPLICATE_LOCATION'::text, 'VOICE_OF_MERCHANT_UPDATED'::text]))"
--- CHECK ---,notifications,notifications_type_check,"(type = ANY (ARRAY['review'::text, 'sync'::text, 'error'::text, 'info'::text, 'success'::text, 'warning'::text]))"
--- CHECK ---,oauth_states,2200_28374_1_not_null,id IS NOT NULL
--- CHECK ---,oauth_states,2200_28374_2_not_null,state IS NOT NULL
--- CHECK ---,oauth_states,2200_28374_4_not_null,expires_at IS NOT NULL
--- CHECK ---,performance_metrics,2200_48563_1_not_null,id IS NOT NULL
--- CHECK ---,performance_metrics,2200_48563_2_not_null,name IS NOT NULL
--- CHECK ---,performance_metrics,2200_48563_3_not_null,value IS NOT NULL
--- CHECK ---,performance_metrics,2200_48563_4_not_null,unit IS NOT NULL
--- CHECK ---,performance_metrics,2200_48563_5_not_null,timestamp IS NOT NULL
--- CHECK ---,performance_metrics,performance_metrics_unit_check,"(unit = ANY (ARRAY['ms'::text, 'bytes'::text, 'count'::text]))"
--- CHECK ---,profiles,2200_17486_1_not_null,id IS NOT NULL
--- CHECK ---,profiles,2200_17486_2_not_null,email IS NOT NULL
--- CHECK ---,rate_limit_requests,2200_48523_1_not_null,id IS NOT NULL
--- CHECK ---,rate_limit_requests,2200_48523_2_not_null,user_id IS NOT NULL
--- CHECK ---,rate_limit_requests,2200_48523_3_not_null,action IS NOT NULL
--- CHECK ---,rate_limit_requests,2200_48523_4_not_null,created_at IS NOT NULL
--- CHECK ---,sync_status,2200_78740_1_not_null,id IS NOT NULL
--- CHECK ---,sync_status,2200_78740_4_not_null,status IS NOT NULL
--- CHECK ---,sync_status,2200_78740_5_not_null,progress IS NOT NULL
--- CHECK ---,sync_status,2200_78740_6_not_null,started_at IS NOT NULL
--- CHECK ---,sync_status,sync_status_progress_check,((progress >= 0) AND (progress <= 100))
--- CHECK ---,sync_status,sync_status_status_check,"(status = ANY (ARRAY['pending'::text, 'running'::text, 'success'::text, 'failed'::text, 'cancelled'::text]))"
--- CHECK ---,weekly_task_recommendations,2200_44534_1_not_null,id IS NOT NULL
--- CHECK ---,weekly_task_recommendations,2200_44534_2_not_null,user_id IS NOT NULL
--- CHECK ---,weekly_task_recommendations,2200_44534_3_not_null,week_start_date IS NOT NULL
--- CHECK ---,weekly_task_recommendations,2200_44534_4_not_null,week_end_date IS NOT NULL
--- CHECK ---,weekly_task_recommendations,2200_44534_8_not_null,title IS NOT NULL
--- CHECK ---,weekly_task_recommendations,weekly_task_recommendations_effort_level_check,"(effort_level = ANY (ARRAY['quick'::text, 'moderate'::text, 'extensive'::text]))"
--- CHECK ---,weekly_task_recommendations,weekly_task_recommendations_priority_check,"(priority = ANY (ARRAY['high'::text, 'medium'::text, 'low'::text]))"
--- CHECK ---,weekly_task_recommendations,weekly_task_recommendations_status_check,"(status = ANY (ARRAY['pending'::text, 'in_progress'::text, 'completed'::text, 'dismissed'::text]))"
separator,schema,table_name,index_name,definition,size,times_used,tuples_read,tuples_fetched
--- INDEX ---,public,activity_logs,activity_logs_pkey,CREATE UNIQUE INDEX activity_logs_pkey ON public.activity_logs USING btree (id),88 kB,24,503,502
--- INDEX ---,public,activity_logs,idx_activity_logs_created_at_desc,CREATE INDEX idx_activity_logs_created_at_desc ON public.activity_logs USING btree (created_at DESC),48 kB,164,24692,23923
--- INDEX ---,public,activity_logs,idx_activity_logs_user_id,CREATE INDEX idx_activity_logs_user_id ON public.activity_logs USING btree (user_id),40 kB,446,370,306
--- INDEX ---,public,ai_requests,ai_requests_pkey,CREATE UNIQUE INDEX ai_requests_pkey ON public.ai_requests USING btree (id),16 kB,30,30,30
--- INDEX ---,public,ai_requests,idx_ai_requests_created_at,CREATE INDEX idx_ai_requests_created_at ON public.ai_requests USING btree (created_at),16 kB,0,0,0
--- INDEX ---,public,ai_requests,idx_ai_requests_feature,CREATE INDEX idx_ai_requests_feature ON public.ai_requests USING btree (feature),16 kB,0,0,0
--- INDEX ---,public,ai_requests,idx_ai_requests_location_id,CREATE INDEX idx_ai_requests_location_id ON public.ai_requests USING btree (location_id),16 kB,39,0,0
--- INDEX ---,public,ai_requests,idx_ai_requests_provider,CREATE INDEX idx_ai_requests_provider ON public.ai_requests USING btree (provider),16 kB,0,0,0
--- INDEX ---,public,ai_requests,idx_ai_requests_user_created,"CREATE INDEX idx_ai_requests_user_created ON public.ai_requests USING btree (user_id, created_at DESC)",16 kB,11,0,0
--- INDEX ---,public,ai_requests,idx_ai_requests_user_id,CREATE INDEX idx_ai_requests_user_id ON public.ai_requests USING btree (user_id),16 kB,13,0,0
--- INDEX ---,public,ai_settings,ai_settings_pkey,CREATE UNIQUE INDEX ai_settings_pkey ON public.ai_settings USING btree (id),16 kB,23,1,0
--- INDEX ---,public,ai_settings,ai_settings_user_id_provider_key,"CREATE UNIQUE INDEX ai_settings_user_id_provider_key ON public.ai_settings USING btree (user_id, provider)",16 kB,0,0,0
--- INDEX ---,public,ai_settings,idx_ai_settings_active,"CREATE INDEX idx_ai_settings_active ON public.ai_settings USING btree (user_id, is_active) WHERE (is_active = true)",16 kB,0,0,0
--- INDEX ---,public,ai_settings,idx_ai_settings_priority,"CREATE INDEX idx_ai_settings_priority ON public.ai_settings USING btree (user_id, priority, is_active) WHERE (is_active = true)",16 kB,8,0,0
--- INDEX ---,public,ai_settings,idx_ai_settings_provider,CREATE INDEX idx_ai_settings_provider ON public.ai_settings USING btree (provider),8192 bytes,0,0,0
--- INDEX ---,public,ai_settings,idx_ai_settings_user_id,CREATE INDEX idx_ai_settings_user_id ON public.ai_settings USING btree (user_id),16 kB,58,8,0
--- INDEX ---,public,audit_logs,audit_logs_pkey,CREATE UNIQUE INDEX audit_logs_pkey ON public.audit_logs USING btree (id),40 kB,3,300,300
--- INDEX ---,public,audit_logs,audit_logs_user_idx,"CREATE INDEX audit_logs_user_idx ON public.audit_logs USING btree (user_id, created_at DESC)",48 kB,0,0,0
--- INDEX ---,public,auto_reply_settings,auto_reply_settings_pkey,CREATE UNIQUE INDEX auto_reply_settings_pkey ON public.auto_reply_settings USING btree (id),8192 bytes,1,0,0
--- INDEX ---,public,auto_reply_settings,idx_auto_reply_settings_enabled,"CREATE INDEX idx_auto_reply_settings_enabled ON public.auto_reply_settings USING btree (enabled, require_approval) WHERE ((enabled = true) AND (require_approval = false))",8192 bytes,0,0,0
--- INDEX ---,public,auto_reply_settings,idx_auto_reply_settings_location_id,CREATE INDEX idx_auto_reply_settings_location_id ON public.auto_reply_settings USING btree (location_id),8192 bytes,9,0,0
--- INDEX ---,public,auto_reply_settings,idx_auto_reply_settings_user_id,CREATE INDEX idx_auto_reply_settings_user_id ON public.auto_reply_settings USING btree (user_id),8192 bytes,0,0,0
--- INDEX ---,public,business_profile_history,business_profile_history_pkey,CREATE UNIQUE INDEX business_profile_history_pkey ON public.business_profile_history USING btree (id),16 kB,4,69,65
--- INDEX ---,public,business_profile_history,idx_profile_history_created_at,CREATE INDEX idx_profile_history_created_at ON public.business_profile_history USING btree (created_at DESC),16 kB,0,0,0
--- INDEX ---,public,business_profile_history,idx_profile_history_location,CREATE INDEX idx_profile_history_location ON public.business_profile_history USING btree (location_id),16 kB,13,234,20
--- INDEX ---,public,business_profile_history,idx_profile_history_operation,CREATE INDEX idx_profile_history_operation ON public.business_profile_history USING btree (operation_type),16 kB,0,0,0
--- INDEX ---,public,error_logs,error_logs_pkey,CREATE UNIQUE INDEX error_logs_pkey ON public.error_logs USING btree (id),8192 bytes,0,0,0
--- INDEX ---,public,error_logs,idx_error_logs_context,CREATE INDEX idx_error_logs_context ON public.error_logs USING gin (context),16 kB,0,0,0
--- INDEX ---,public,error_logs,idx_error_logs_created_at,CREATE INDEX idx_error_logs_created_at ON public.error_logs USING btree (created_at DESC),8192 bytes,0,0,0
--- INDEX ---,public,error_logs,idx_error_logs_error_type,CREATE INDEX idx_error_logs_error_type ON public.error_logs USING btree (error_type),8192 bytes,0,0,0
--- INDEX ---,public,error_logs,idx_error_logs_level,CREATE INDEX idx_error_logs_level ON public.error_logs USING btree (level),8192 bytes,0,0,0
--- INDEX ---,public,error_logs,idx_error_logs_resolved,CREATE INDEX idx_error_logs_resolved ON public.error_logs USING btree (resolved),8192 bytes,0,0,0
--- INDEX ---,public,error_logs,idx_error_logs_severity,CREATE INDEX idx_error_logs_severity ON public.error_logs USING btree (severity),8192 bytes,0,0,0
--- INDEX ---,public,error_logs,idx_error_logs_timestamp,"CREATE INDEX idx_error_logs_timestamp ON public.error_logs USING btree (""timestamp"" DESC)",8192 bytes,0,0,0
--- INDEX ---,public,error_logs,idx_error_logs_user_id,CREATE INDEX idx_error_logs_user_id ON public.error_logs USING btree (user_id),8192 bytes,0,0,0
--- INDEX ---,public,gmb_accounts,gmb_accounts_pkey,CREATE UNIQUE INDEX gmb_accounts_pkey ON public.gmb_accounts USING btree (id),16 kB,16,11,10
--- INDEX ---,public,gmb_accounts,gmb_accounts_user_account_unique,"CREATE UNIQUE INDEX gmb_accounts_user_account_unique ON public.gmb_accounts USING btree (user_id, account_id)",16 kB,22670,24749,21315
--- INDEX ---,public,gmb_accounts,idx_gmb_accounts_active,CREATE INDEX idx_gmb_accounts_active ON public.gmb_accounts USING btree (is_active),16 kB,2,1,0
--- INDEX ---,public,gmb_accounts,idx_gmb_accounts_disconnected,"CREATE INDEX idx_gmb_accounts_disconnected ON public.gmb_accounts USING btree (user_id, disconnected_at) WHERE (disconnected_at IS NOT NULL)",16 kB,0,0,0
--- INDEX ---,public,gmb_accounts,idx_gmb_accounts_google_account_id,CREATE INDEX idx_gmb_accounts_google_account_id ON public.gmb_accounts USING btree (google_account_id),16 kB,0,0,0
--- INDEX ---,public,gmb_accounts,idx_gmb_accounts_google_id,CREATE INDEX idx_gmb_accounts_google_id ON public.gmb_accounts USING btree (google_account_id),16 kB,4,39,6
--- INDEX ---,public,gmb_accounts,idx_gmb_accounts_id,CREATE INDEX idx_gmb_accounts_id ON public.gmb_accounts USING btree (id),16 kB,59080,224891,31846
--- INDEX ---,public,gmb_accounts,idx_gmb_accounts_last_sync,CREATE INDEX idx_gmb_accounts_last_sync ON public.gmb_accounts USING btree (last_sync DESC) WHERE (is_active = true),16 kB,0,0,0
--- INDEX ---,public,gmb_accounts,idx_gmb_accounts_notification_settings,CREATE INDEX idx_gmb_accounts_notification_settings ON public.gmb_accounts USING gin (notification_settings),24 kB,0,0,0
--- INDEX ---,public,gmb_accounts,idx_gmb_accounts_tokens,"CREATE INDEX idx_gmb_accounts_tokens ON public.gmb_accounts USING btree (user_id, token_expires_at)",16 kB,3,3,0
--- INDEX ---,public,gmb_accounts,idx_gmb_accounts_user,CREATE INDEX idx_gmb_accounts_user ON public.gmb_accounts USING btree (user_id),16 kB,18,196,0
--- INDEX ---,public,gmb_accounts,idx_gmb_accounts_user_active,"CREATE INDEX idx_gmb_accounts_user_active ON public.gmb_accounts USING btree (user_id, is_active) WHERE (is_active = true)",16 kB,1532,11945,771
--- INDEX ---,public,gmb_accounts,idx_gmb_accounts_user_id,CREATE INDEX idx_gmb_accounts_user_id ON public.gmb_accounts USING btree (user_id),16 kB,0,0,0
--- INDEX ---,public,gmb_locations,gmb_locations_account_idx,CREATE INDEX gmb_locations_account_idx ON public.gmb_locations USING btree (gmb_account_id),16 kB,2361,4531,1166
--- INDEX ---,public,gmb_locations,gmb_locations_location_user_unique,"CREATE UNIQUE INDEX gmb_locations_location_user_unique ON public.gmb_locations USING btree (location_id, user_id)",16 kB,4,4,1
--- INDEX ---,public,gmb_locations,gmb_locations_normalized_idx,CREATE INDEX gmb_locations_normalized_idx ON public.gmb_locations USING btree (normalized_location_id),16 kB,6,0,0
--- INDEX ---,public,gmb_locations,gmb_locations_pkey,CREATE UNIQUE INDEX gmb_locations_pkey ON public.gmb_locations USING btree (id),16 kB,5,4,3
--- INDEX ---,public,gmb_locations,gmb_locations_unique_account_location,"CREATE UNIQUE INDEX gmb_locations_unique_account_location ON public.gmb_locations USING btree (gmb_account_id, location_id)",16 kB,874,932,474
--- INDEX ---,public,gmb_locations,idx_gmb_locations_account_active,"CREATE INDEX idx_gmb_locations_account_active ON public.gmb_locations USING btree (gmb_account_id, is_active) WHERE (is_active = true)",16 kB,501,11919,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_account_id,CREATE INDEX idx_gmb_locations_account_id ON public.gmb_locations USING btree (gmb_account_id),16 kB,64,4,1
--- INDEX ---,public,gmb_locations,idx_gmb_locations_account_location,"CREATE INDEX idx_gmb_locations_account_location ON public.gmb_locations USING btree (gmb_account_id, location_id)",16 kB,0,0,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_account_normalized,"CREATE INDEX idx_gmb_locations_account_normalized ON public.gmb_locations USING btree (gmb_account_id, normalized_location_id)",16 kB,0,0,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_additional_categories,CREATE INDEX idx_gmb_locations_additional_categories ON public.gmb_locations USING gin (additional_categories),24 kB,0,0,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_address_trgm,CREATE INDEX idx_gmb_locations_address_trgm ON public.gmb_locations USING gin (address gin_trgm_ops),176 kB,0,0,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_archived,"CREATE INDEX idx_gmb_locations_archived ON public.gmb_locations USING btree (user_id, is_archived) WHERE (is_archived = true)",16 kB,44,39,4
--- INDEX ---,public,gmb_locations,idx_gmb_locations_coordinates,"CREATE INDEX idx_gmb_locations_coordinates ON public.gmb_locations USING btree (latitude, longitude) WHERE ((latitude IS NOT NULL) AND (longitude IS NOT NULL))",16 kB,0,0,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_cover_photo_url,CREATE INDEX idx_gmb_locations_cover_photo_url ON public.gmb_locations USING btree (cover_photo_url),16 kB,15,137,22
--- INDEX ---,public,gmb_locations,idx_gmb_locations_created,"CREATE INDEX idx_gmb_locations_created ON public.gmb_locations USING btree (user_id, created_at DESC)",16 kB,12386,13201,11817
--- INDEX ---,public,gmb_locations,idx_gmb_locations_description,"CREATE INDEX idx_gmb_locations_description ON public.gmb_locations USING gin (to_tsvector('english'::regconfig, COALESCE(description, ''::text)))",256 kB,0,0,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_gmb_account_id,CREATE INDEX idx_gmb_locations_gmb_account_id ON public.gmb_locations USING btree (gmb_account_id),16 kB,3364,1,1
--- INDEX ---,public,gmb_locations,idx_gmb_locations_health_score,CREATE INDEX idx_gmb_locations_health_score ON public.gmb_locations USING btree (health_score),16 kB,0,0,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_id,CREATE INDEX idx_gmb_locations_id ON public.gmb_locations USING btree (id),16 kB,101831,966167,53274
--- INDEX ---,public,gmb_locations,idx_gmb_locations_is_syncing,CREATE INDEX idx_gmb_locations_is_syncing ON public.gmb_locations USING btree (is_syncing) WHERE (is_syncing = true),8192 bytes,2,0,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_last_synced_at,CREATE INDEX idx_gmb_locations_last_synced_at ON public.gmb_locations USING btree (last_synced_at),16 kB,2,38,3
--- INDEX ---,public,gmb_locations,idx_gmb_locations_latitude,CREATE INDEX idx_gmb_locations_latitude ON public.gmb_locations USING btree (latitude) WHERE (latitude IS NOT NULL),16 kB,0,0,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_location_id_external,CREATE INDEX idx_gmb_locations_location_id_external ON public.gmb_locations USING btree (location_id_external),16 kB,2,13,2
--- INDEX ---,public,gmb_locations,idx_gmb_locations_logo_url,CREATE INDEX idx_gmb_locations_logo_url ON public.gmb_locations USING btree (logo_url),16 kB,4,23,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_longitude,CREATE INDEX idx_gmb_locations_longitude ON public.gmb_locations USING btree (longitude) WHERE (longitude IS NOT NULL),16 kB,0,0,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_metadata,CREATE INDEX idx_gmb_locations_metadata ON public.gmb_locations USING gin (metadata),936 kB,0,0,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_name_trgm,CREATE INDEX idx_gmb_locations_name_trgm ON public.gmb_locations USING gin (location_name gin_trgm_ops),144 kB,9,182,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_normalized_id,CREATE INDEX idx_gmb_locations_normalized_id ON public.gmb_locations USING btree (normalized_location_id),16 kB,2,0,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_profile_completeness,CREATE INDEX idx_gmb_locations_profile_completeness ON public.gmb_locations USING btree (profile_completeness) WHERE (profile_completeness IS NOT NULL),16 kB,0,0,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_rating,CREATE INDEX idx_gmb_locations_rating ON public.gmb_locations USING btree (rating),16 kB,2,24,2
--- INDEX ---,public,gmb_locations,idx_gmb_locations_response_rate,CREATE INDEX idx_gmb_locations_response_rate ON public.gmb_locations USING btree (response_rate DESC),16 kB,5,8,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_review_count,CREATE INDEX idx_gmb_locations_review_count ON public.gmb_locations USING btree (review_count DESC),16 kB,21,143,22
--- INDEX ---,public,gmb_locations,idx_gmb_locations_status,CREATE INDEX idx_gmb_locations_status ON public.gmb_locations USING btree (status) WHERE (status IS NOT NULL),16 kB,0,0,0
--- INDEX ---,public,gmb_locations,idx_gmb_locations_user,CREATE INDEX idx_gmb_locations_user ON public.gmb_locations USING btree (user_id),16 kB,9521,88599,463
--- INDEX ---,public,gmb_locations,idx_gmb_locations_user_account,"CREATE INDEX idx_gmb_locations_user_account ON public.gmb_locations USING btree (user_id, gmb_account_id)",16 kB,740,1076,625
--- INDEX ---,public,gmb_locations,idx_gmb_locations_user_active,"CREATE INDEX idx_gmb_locations_user_active ON public.gmb_locations USING btree (user_id, is_active) WHERE (is_active = true)",16 kB,504,3247,519
--- INDEX ---,public,gmb_locations,idx_gmb_locations_user_id,CREATE INDEX idx_gmb_locations_user_id ON public.gmb_locations USING btree (user_id),16 kB,739,711,361
--- INDEX ---,public,gmb_locations,unique_location_per_account_normalized,"CREATE UNIQUE INDEX unique_location_per_account_normalized ON public.gmb_locations USING btree (gmb_account_id, normalized_location_id)",16 kB,174,209,10
--- INDEX ---,public,gmb_media,gmb_media_external_media_id_key,CREATE UNIQUE INDEX gmb_media_external_media_id_key ON public.gmb_media USING btree (external_media_id),312 kB,99083,86110,83130
--- INDEX ---,public,gmb_media,gmb_media_external_uidx,CREATE UNIQUE INDEX gmb_media_external_uidx ON public.gmb_media USING btree (external_media_id),312 kB,14319,1416,0
--- INDEX ---,public,gmb_media,gmb_media_location_idx,CREATE INDEX gmb_media_location_idx ON public.gmb_media USING btree (location_id),48 kB,30,14262,8930
--- INDEX ---,public,gmb_media,gmb_media_pkey,CREATE UNIQUE INDEX gmb_media_pkey ON public.gmb_media USING btree (id),88 kB,16,1584,1500
--- INDEX ---,public,gmb_media,idx_gmb_media_account,CREATE INDEX idx_gmb_media_account ON public.gmb_media USING btree (gmb_account_id),40 kB,6,579,579
--- INDEX ---,public,gmb_media,idx_gmb_media_category,CREATE INDEX idx_gmb_media_category ON public.gmb_media USING btree (category) WHERE (category IS NOT NULL),16 kB,2,1,1
--- INDEX ---,public,gmb_media,idx_gmb_media_external_id,CREATE INDEX idx_gmb_media_external_id ON public.gmb_media USING btree (external_media_id),304 kB,0,0,0
--- INDEX ---,public,gmb_media,idx_gmb_media_gmb_account_id,CREATE INDEX idx_gmb_media_gmb_account_id ON public.gmb_media USING btree (gmb_account_id),40 kB,0,0,0
--- INDEX ---,public,gmb_media,idx_gmb_media_location,CREATE INDEX idx_gmb_media_location ON public.gmb_media USING btree (location_id),48 kB,20,3193,0
--- INDEX ---,public,gmb_media,idx_gmb_media_location_category,"CREATE INDEX idx_gmb_media_location_category ON public.gmb_media USING btree (location_id, category) WHERE (category IS NOT NULL)",32 kB,0,0,0
--- INDEX ---,public,gmb_media,idx_gmb_media_location_id,CREATE INDEX idx_gmb_media_location_id ON public.gmb_media USING btree (location_id),48 kB,1,100,100
--- INDEX ---,public,gmb_media,idx_gmb_media_unique,"CREATE UNIQUE INDEX idx_gmb_media_unique ON public.gmb_media USING btree (external_media_id, location_id)",376 kB,0,0,0
--- INDEX ---,public,gmb_media,idx_gmb_media_user,CREATE INDEX idx_gmb_media_user ON public.gmb_media USING btree (user_id),32 kB,19,3634,0
--- INDEX ---,public,gmb_media,idx_gmb_media_user_id,CREATE INDEX idx_gmb_media_user_id ON public.gmb_media USING btree (user_id),32 kB,461,166922,68974
--- INDEX ---,public,gmb_media,uidx_gmb_media_external,CREATE UNIQUE INDEX uidx_gmb_media_external ON public.gmb_media USING btree (external_media_id),312 kB,14319,1416,0
--- INDEX ---,public,gmb_metrics,gmb_metrics_account_phase_idx,"CREATE INDEX gmb_metrics_account_phase_idx ON public.gmb_metrics USING btree (gmb_account_id, phase)",16 kB,2464,2552,2429
--- INDEX ---,public,gmb_metrics,gmb_metrics_pkey,CREATE UNIQUE INDEX gmb_metrics_pkey ON public.gmb_metrics USING btree (id),16 kB,2429,2432,2429
--- INDEX ---,public,gmb_metrics,gmb_metrics_unique,"CREATE UNIQUE INDEX gmb_metrics_unique ON public.gmb_metrics USING btree (gmb_account_id, phase)",16 kB,0,0,0
--- INDEX ---,public,gmb_performance_metrics,gmb_perf_loc_date_idx,"CREATE INDEX gmb_perf_loc_date_idx ON public.gmb_performance_metrics USING btree (location_id, metric_date)",48 kB,1,214,0
--- INDEX ---,public,gmb_performance_metrics,gmb_perf_location_date_idx,"CREATE INDEX gmb_perf_location_date_idx ON public.gmb_performance_metrics USING btree (location_id, metric_date)",48 kB,0,0,0
--- INDEX ---,public,gmb_performance_metrics,gmb_performance_metrics_location_id_metric_date_metric_type_key,"CREATE UNIQUE INDEX gmb_performance_metrics_location_id_metric_date_metric_type_key ON public.gmb_performance_metrics USING btree (location_id, metric_date, metric_type)",128 kB,67428,59538,58750
--- INDEX ---,public,gmb_performance_metrics,gmb_performance_metrics_pkey,CREATE UNIQUE INDEX gmb_performance_metrics_pkey ON public.gmb_performance_metrics USING btree (id),56 kB,17,1422,1400
--- INDEX ---,public,gmb_performance_metrics,idx_gmb_performance_metrics_account,CREATE INDEX idx_gmb_performance_metrics_account ON public.gmb_performance_metrics USING btree (gmb_account_id),16 kB,8,189,189
--- INDEX ---,public,gmb_performance_metrics,idx_gmb_performance_metrics_date,CREATE INDEX idx_gmb_performance_metrics_date ON public.gmb_performance_metrics USING btree (metric_date DESC),16 kB,41,12378,11998
--- INDEX ---,public,gmb_performance_metrics,idx_gmb_performance_metrics_gmb_account_id,CREATE INDEX idx_gmb_performance_metrics_gmb_account_id ON public.gmb_performance_metrics USING btree (gmb_account_id),16 kB,0,0,0
--- INDEX ---,public,gmb_performance_metrics,idx_gmb_performance_metrics_location,CREATE INDEX idx_gmb_performance_metrics_location ON public.gmb_performance_metrics USING btree (location_id),16 kB,11,1850,1660
--- INDEX ---,public,gmb_performance_metrics,idx_gmb_performance_metrics_location_date,"CREATE INDEX idx_gmb_performance_metrics_location_date ON public.gmb_performance_metrics USING btree (location_id, metric_date DESC)",48 kB,124,4265,706
--- INDEX ---,public,gmb_performance_metrics,idx_gmb_performance_metrics_location_id,CREATE INDEX idx_gmb_performance_metrics_location_id ON public.gmb_performance_metrics USING btree (location_id),16 kB,19,6209,1351
--- INDEX ---,public,gmb_performance_metrics,idx_gmb_performance_metrics_type,CREATE INDEX idx_gmb_performance_metrics_type ON public.gmb_performance_metrics USING btree (metric_type),16 kB,125,0,0
--- INDEX ---,public,gmb_performance_metrics,idx_gmb_performance_metrics_user,CREATE INDEX idx_gmb_performance_metrics_user ON public.gmb_performance_metrics USING btree (user_id),16 kB,162,28983,4212
--- INDEX ---,public,gmb_performance_metrics,idx_gmb_performance_metrics_user_id,CREATE INDEX idx_gmb_performance_metrics_user_id ON public.gmb_performance_metrics USING btree (user_id),16 kB,31,2253,1179
--- INDEX ---,public,gmb_performance_metrics,uidx_gmb_perf_loc_date_type,"CREATE UNIQUE INDEX uidx_gmb_perf_loc_date_type ON public.gmb_performance_metrics USING btree (location_id, metric_date, metric_type)",128 kB,6908,0,0
